Price,Volatility
Ticker,
Date,
2022-11-25,0.22138519873031734
2022-11-28,0.22601945396581175
2022-11-29,0.22524687811933805
2022-11-30,0.23628153797897725
2022-12-01,0.2208329808109391
2022-12-02,0.21972054967319352
2022-12-05,0.22872073157807238
2022-12-06,0.2319539935305838
2022-12-07,0.23176089071613828
2022-12-08,0.2173229985963966
2022-12-09,0.1545051402679471
2022-12-12,0.15758372635568021
2022-12-13,0.15546382741280326
2022-12-14,0.15293925281170465
2022-12-15,0.16755114003269997
2022-12-16,0.17156716772542577
2022-12-19,0.1706748695519249
2022-12-20,0.17168330362864384
2022-12-21,0.17313374278746108
2022-12-22,0.17449041278403443
2022-12-23,0.17616039900629468
2022-12-27,0.16871011657851986
2022-12-28,0.1725030716046279
2022-12-29,0.15862569197949467
2022-12-30,0.1587770147696846
2023-01-03,0.15856623885222046
2023-01-04,0.1541366673647305
2023-01-05,0.15317198080918673
2023-01-06,0.17016176753088
2023-01-09,0.16932191070679695
2023-01-10,0.1680156050496081
2023-01-11,0.16610382864396722
2023-01-12,0.16652349792509455
2023-01-13,0.165549061067567
2023-01-17,0.14555126426717943
2023-01-18,0.15084869051677618
2023-01-19,0.15068388580715783
2023-01-20,0.15578230202048418
2023-01-23,0.15004143953930324
2023-01-24,0.1445837118123159
2023-01-25,0.14364646480875679
2023-01-26,0.1442614980332987
2023-01-27,0.13490682000837326
2023-01-30,0.13530838530352005
2023-01-31,0.13981614997522868
2023-02-01,0.13892568347172846
2023-02-02,0.13432485043378387
2023-02-03,0.13381450910978973
2023-02-06,0.11889883785792964
2023-02-07,0.1207629650796441
2023-02-08,0.12206776998227359
2023-02-09,0.12119057315251515
2023-02-10,0.12001158663712552
2023-02-13,0.1233956967517676
2023-02-14,0.12326772167484493
2023-02-15,0.10953728768993842
2023-02-16,0.11319443455649596
2023-02-17,0.10370890678226116
2023-02-21,0.1172785599820593
2023-02-22,0.11743395837024817
2023-02-23,0.11825904046950589
2023-02-24,0.11754409232002337
2023-02-27,0.11818987462118204
2023-02-28,0.11529975629613842
2023-03-01,0.10120674675621245
2023-03-02,0.10161528204947035
2023-03-03,0.11387936108640952
2023-03-06,0.11137297182056238
2023-03-07,0.12266577376788118
2023-03-08,0.11778274191888688
2023-03-09,0.13296313557431536
2023-03-10,0.14108452187462261
2023-03-13,0.13900035783199474
2023-03-14,0.1434179849083797
2023-03-15,0.15314780673431017
2023-03-16,0.16280883432695487
2023-03-17,0.16731614393519997
2023-03-20,0.17707339125613003
2023-03-21,0.17990418994989602
2023-03-22,0.18712280922223168
2023-03-23,0.18577000745250288
2023-03-24,0.18658464493961113
2023-03-27,0.19054706645765673
2023-03-28,0.19134138017230157
2023-03-29,0.19693414546269725
2023-03-30,0.1966564654946352
2023-03-31,0.1956025772581297
2023-04-03,0.19781766158450556
2023-04-04,0.19084618170159395
2023-04-05,0.19084563975168306
2023-04-06,0.17676798042504183
2023-04-10,0.16484887507210216
2023-04-11,0.16062917054392548
2023-04-12,0.1569617712341177
2023-04-13,0.13780806352672212
2023-04-14,0.13533507567676445
2023-04-17,0.11701763135934518
2023-04-18,0.11267833319240146
2023-04-19,0.10595948300950545
2023-04-20,0.08469280253279726
2023-04-21,0.0824875987521864
2023-04-24,0.08238211097735414
2023-04-25,0.10157649017124747
2023-04-26,0.10760562152772027
2023-04-27,0.1099286973556474
2023-04-28,0.11136979932750389
2023-05-01,0.10457364959449991
2023-05-02,0.11360620267556068
2023-05-03,0.11220486284578107
2023-05-04,0.11507007052028878
2023-05-05,0.13199493306618668
2023-05-08,0.1315210281082414
2023-05-09,0.12970369244162844
2023-05-10,0.12967401892165664
2023-05-11,0.12649006090328024
2023-05-12,0.12646286272853935
2023-05-15,0.1269022162567574
2023-05-16,0.13297609022267176
2023-05-17,0.1419097816029807
2023-05-18,0.141704043578462
2023-05-19,0.1417101881473112
2023-05-22,0.14139889845768433
2023-05-23,0.13455947233584348
2023-05-24,0.13546651971954507
2023-05-25,0.12514437529724073
2023-05-26,0.1246468697146266
2023-05-30,0.12542621909414567
2023-05-31,0.11841695204331214
2023-06-01,0.12366926964562391
2023-06-02,0.14233688422172028
2023-06-05,0.12904611353173984
2023-06-06,0.13208041650522606
2023-06-07,0.13287882587598515
2023-06-08,0.13299162907519202
2023-06-09,0.13104875617270872
2023-06-12,0.13109619814943577
2023-06-13,0.1325114473329898
2023-06-14,0.12274501059195596
2023-06-15,0.12222394484442782
2023-06-16,0.12289229457988969
2023-06-20,0.12837668783312625
2023-06-21,0.1282844701816959
2023-06-22,0.12333869432598463
2023-06-23,0.12170387710587968
2023-06-26,0.1205862585283266
2023-06-27,0.12145277653567246
2023-06-28,0.1191293902907525
2023-06-29,0.11547354591526432
2023-06-30,0.1148294078356581
2023-07-03,0.09275947822394431
2023-07-05,0.09338377979080348
2023-07-06,0.10311540676554538
2023-07-07,0.10200276483076923
2023-07-10,0.10301271116563636
2023-07-11,0.1073428927086272
2023-07-12,0.10920286946060705
2023-07-13,0.10808415789872729
2023-07-14,0.10938653039147632
2023-07-17,0.10216685505422378
2023-07-18,0.10352058614566247
2023-07-19,0.09649159547233248
2023-07-20,0.09636448295126764
2023-07-21,0.09416267839769746
2023-07-24,0.08578055493169644
2023-07-25,0.08602094022236155
2023-07-26,0.08353456368089016
2023-07-27,0.09180048075216724
2023-07-28,0.0904469530361174
2023-07-31,0.08715122041265283
2023-08-01,0.08962813925683438
2023-08-02,0.09750227045474597
2023-08-03,0.08556833520130333
2023-08-04,0.08729911915100293
2023-08-07,0.09019265157575565
2023-08-08,0.08579657437728334
2023-08-09,0.08323299073918311
2023-08-10,0.08059202691232424
2023-08-11,0.07902492995361166
2023-08-14,0.07931689698248473
2023-08-15,0.08806126101412684
2023-08-16,0.0874507631455253
2023-08-17,0.08765178936359029
2023-08-18,0.08740320729184232
2023-08-21,0.0841078876970056
2023-08-22,0.08356910253757742
2023-08-23,0.09068421861281274
2023-08-24,0.09055265557669549
2023-08-25,0.09018013902747539
2023-08-28,0.09358205442829969
2023-08-29,0.1019605611409216
2023-08-30,0.09501161708001268
2023-08-31,0.09576577195141002
2023-09-01,0.09740751830471678
2023-09-05,0.0974285513926
2023-09-06,0.09771960360841321
2023-09-07,0.09758424252355445
2023-09-08,0.09774912627068132
2023-09-11,0.09941766847054996
2023-09-12,0.09937285412878269
2023-09-13,0.08851514471671391
2023-09-14,0.09256375647213608
2023-09-15,0.09447144855929418
2023-09-18,0.09475675793196855
2023-09-19,0.09501089559093048
2023-09-20,0.09551791955577513
2023-09-21,0.1078840585711216
2023-09-22,0.10366091984512904
2023-09-25,0.10175482497361832
2023-09-26,0.10748418192954547
2023-09-27,0.0986751345507171
2023-09-28,0.10122013108782257
2023-09-29,0.10144168519853974
2023-10-02,0.10207537225362483
2023-10-03,0.10510597032979804
2023-10-04,0.10640837298847088
2023-10-05,0.10682183539071191
2023-10-06,0.1143652615314432
2023-10-09,0.11648870977527444
2023-10-10,0.12227299606261022
2023-10-11,0.12309238457913504
2023-10-12,0.1188739619252203
2023-10-13,0.11767374905179867
2023-10-16,0.12583298724569394
2023-10-17,0.1271439015679444
2023-10-18,0.13461199138299498
2023-10-19,0.12591027476394429
2023-10-20,0.13030288632340867
2023-10-23,0.13046987732556983
2023-10-24,0.12552161636660777
2023-10-25,0.12720971616999882
2023-10-26,0.12467823005234019
2023-10-27,0.129562126869963
2023-10-30,0.13275293819328784
2023-10-31,0.12874209832545244
2023-11-01,0.1302806339919778
2023-11-02,0.1522767024322656
2023-11-03,0.1522356124030827
2023-11-06,0.15093976081885468
2023-11-07,0.14829328209397555
2023-11-08,0.14815873485385475
2023-11-09,0.1461508623130831
2023-11-10,0.15067321920644958
2023-11-13,0.14580076226784572
2023-11-14,0.16445699060059307
2023-11-15,0.1551771693894309
2023-11-16,0.15181117995600366
2023-11-17,0.14512146232758702
2023-11-20,0.14177860599613554
2023-11-21,0.14231886599970706
2023-11-22,0.13714961830584152
2023-11-24,0.134706574431981
2023-11-27,0.12388157047674916
2023-11-28,0.12257102019524849
2023-11-29,0.12225932171850662
2023-11-30,0.12306977546101336
2023-12-01,0.10608682139588077
2023-12-04,0.10466822608893454
2023-12-05,0.10849506346140787
2023-12-06,0.10762062536518596
2023-12-07,0.10623155668212578
2023-12-08,0.09936238298686044
2023-12-11,0.09603853499984122
2023-12-12,0.09610658665734459
2023-12-13,0.08523304349636406
2023-12-14,0.08900766666356223
2023-12-15,0.09327473225867346
2023-12-18,0.09241806146750117
2023-12-19,0.0946094591090386
2023-12-20,0.1146376497879426
2023-12-21,0.11939658547707016
2023-12-22,0.11910809812257712
2023-12-26,0.11751516081084576
2023-12-27,0.11701684966212265
2023-12-28,0.11762618054178064
2023-12-29,0.11736940577420762
2024-01-02,0.11333373492824737
2024-01-03,0.11720940096662341
2024-01-04,0.1133169156915607
2024-01-05,0.1124701394221388
2024-01-08,0.11416408243583107
2024-01-09,0.11813231787793001
2024-01-10,0.11786569800586709
2024-01-11,0.11864976035796429
2024-01-12,0.10388241616077074
2024-01-16,0.10410739329047565
2024-01-17,0.1042630300820405
2024-01-18,0.10584022358759357
2024-01-19,0.10417750018774932
2024-01-22,0.08696787910276953
2024-01-23,0.07722609068292505
2024-01-24,0.07699034348506137
2024-01-25,0.07895050094858518
2024-01-26,0.07952103866225317
2024-01-29,0.08160482186429158
2024-01-30,0.08138551804233185
2024-01-31,0.09045729887156952
2024-02-01,0.09513529439679061
2024-02-02,0.09527859897886164
2024-02-05,0.09812638881148075
2024-02-06,0.09821948817994736
2024-02-07,0.09498578493703595
2024-02-08,0.09491596032239334
2024-02-09,0.09399314072950914
2024-02-12,0.09419630232031295
2024-02-13,0.10468887478258954
2024-02-14,0.10426593101152096
2024-02-15,0.1086137262740975
2024-02-16,0.10815688062357817
2024-02-20,0.110130206090742
2024-02-21,0.11015366928893068
2024-02-22,0.1134849598872327
2024-02-23,0.11207955864172904
2024-02-26,0.11328097433628267
2024-02-27,0.11248893250685503
2024-02-28,0.11288812403570285
2024-02-29,0.10383204084299472
2024-03-01,0.09865068646010768
2024-03-04,0.09821808715354219
2024-03-05,0.09706122876767091
2024-03-06,0.09687535492680051
2024-03-07,0.09823484599574597
2024-03-08,0.09933433785632863
2024-03-11,0.10001062917740866
2024-03-12,0.10114418403087852
2024-03-13,0.07851800560574627
2024-03-14,0.0812151658174683
2024-03-15,0.07419458647033941
2024-03-18,0.07356033533236594
2024-03-19,0.0719621821065243
2024-03-20,0.07587105655806012
2024-03-21,0.06991062371076957
2024-03-22,0.07454048118379845
2024-03-25,0.07394604709949151
2024-03-26,0.0744303841547627
2024-03-27,0.08095385880911278
2024-03-28,0.08107141297170088
2024-04-01,0.08279442382976655
2024-04-02,0.08680172709910158
2024-04-03,0.08440841062911865
2024-04-04,0.08878974552372035
2024-04-05,0.08946947312705145
2024-04-08,0.08899149787335893
2024-04-09,0.08861159379853029
2024-04-10,0.09776812982474455
2024-04-11,0.09747312986543734
2024-04-12,0.10879309423048365
2024-04-15,0.11137688135904755
2024-04-16,0.11186976703050784
2024-04-17,0.1092392000406709
2024-04-18,0.10250241787584269
2024-04-19,0.10202652944545505
2024-04-22,0.10737544263629202
2024-04-23,0.11576825244079121
2024-04-24,0.11584269068571001
2024-04-25,0.1073214009871134
2024-04-26,0.10665937926307288
2024-04-29,0.10727607153232105
2024-04-30,0.11392989533564557
2024-05-01,0.11315677978034684
2024-05-02,0.1134134522297644
2024-05-03,0.11147704102786285
2024-05-06,0.11694816612106512
2024-05-07,0.11710399264228709
2024-05-08,0.10839805309940836
2024-05-09,0.11099465927659193
2024-05-10,0.09346988580810749
2024-05-13,0.08813575645061492
2024-05-14,0.08458737667907297
2024-05-15,0.08675498883295756
2024-05-16,0.0885245019771503
2024-05-17,0.08848496373495741
2024-05-20,0.0879164103064021
2024-05-21,0.08175011885922398
2024-05-22,0.0846938444388224
2024-05-23,0.09570846226010622
2024-05-24,0.09656924729444052
2024-05-28,0.09877001345308327
2024-05-29,0.09704906031317688
2024-05-30,0.09716039182263636
2024-05-31,0.10426439453636141
2024-06-03,0.10448868513373934
2024-06-04,0.10037716211747102
2024-06-05,0.10266326902509906
2024-06-06,0.1027246075121013
2024-06-07,0.10044509203846545
2024-06-10,0.10079471541379467
2024-06-11,0.1031482425985911
2024-06-12,0.10318722352015404
2024-06-13,0.09805951562062548
2024-06-14,0.09922043138749644
2024-06-17,0.09989973635755416
2024-06-18,0.10124016380154806
2024-06-20,0.10201632147148933
2024-06-21,0.10053742339317148
2024-06-24,0.09576465595483435
2024-06-25,0.09562032883272469
2024-06-26,0.09406498756856355
2024-06-27,0.0831762941640368
2024-06-28,0.08261758998466119
2024-07-01,0.06950059648545136
2024-07-02,0.06949417664816528
2024-07-03,0.0687582453816119
2024-07-05,0.06532859856176781
2024-07-08,0.0652680687127953
2024-07-09,0.06362909921757932
2024-07-10,0.07078783998745311
2024-07-11,0.07178897160219351
2024-07-12,0.07345765440134787
2024-07-15,0.07003440041760065
2024-07-16,0.07645913285510085
2024-07-17,0.07916509425853692
2024-07-18,0.09107041941485412
2024-07-19,0.09455480806008802
2024-07-22,0.09659060765747622
2024-07-23,0.0945118257379364
2024-07-24,0.10284870063503364
2024-07-25,0.10187871590121418
2024-07-26,0.10910577521467921
2024-07-29,0.1095776470300727
2024-07-30,0.10780352123667625
2024-07-31,0.1091476894301987
2024-08-01,0.11887561442177577
2024-08-02,0.13675313986484913
2024-08-05,0.16168964979840184
2024-08-06,0.16717614359469168
2024-08-07,0.16391911785542485
2024-08-08,0.17611621383029444
2024-08-09,0.17498913687399129
2024-08-12,0.17513615260809576
2024-08-13,0.17204968162922954
2024-08-14,0.17308076687623217
2024-08-15,0.17357587115784026
2024-08-16,0.17202045367947313
2024-08-19,0.17183783670158978
2024-08-20,0.17269085681139856
2024-08-21,0.16718036905151845
2024-08-22,0.1678931504761302
2024-08-23,0.16865341225706004
2024-08-26,0.1683837628606689
2024-08-27,0.16837483963631997
2024-08-28,0.16774616901169034
2024-08-29,0.16133650485673615
2024-08-30,0.144516554366125
2024-09-03,0.12261097796405274
2024-09-04,0.1201220723387477
2024-09-05,0.12184530542252237
2024-09-06,0.11510456180501263
2024-09-09,0.11924545715020675
2024-09-10,0.11860098268949723
2024-09-11,0.1137288189833082
2024-09-12,0.11437089735206957
2024-09-13,0.11041326768257163
2024-09-16,0.11233079604301037
2024-09-17,0.11083911968040557
2024-09-18,0.10959626999383569
2024-09-19,0.11586357247292732
2024-09-20,0.11600412698657424
2024-09-23,0.10828086803589494
2024-09-24,0.10853517862745994
2024-09-25,0.11175755017269341
2024-09-26,0.11255654293488908
2024-09-27,0.11193416232296398
2024-09-30,0.10925509668690937
2024-10-01,0.09497180461302122
2024-10-02,0.09472642966632713
2024-10-03,0.09305975199581604
2024-10-04,0.0825617560156995
2024-10-07,0.08091535561726201
2024-10-08,0.08004414569565993
2024-10-09,0.08136657031951053
2024-10-10,0.08085254473426463
2024-10-11,0.08569989885092022
2024-10-14,0.08438330494420353
2024-10-15,0.08884595849190102
2024-10-16,0.09089563976993882
2024-10-17,0.08163080452535101
2024-10-18,0.08017653291389741
2024-10-21,0.08646827558586483
2024-10-22,0.08684163939950905
2024-10-23,0.08441757899246626
2024-10-24,0.08202569021103032
2024-10-25,0.08432563313932845
2024-10-28,0.08607290234463433
2024-10-29,0.08745286681926251
2024-10-30,0.08773274576526138
2024-10-31,0.09199943458777912
2024-11-01,0.08697923503711658
2024-11-04,0.08516963135158225
2024-11-05,0.0951366463864405
2024-11-06,0.11450637867396801
2024-11-07,0.11394589531772652
2024-11-08,0.10798035379638538
2024-11-11,0.10733747505190964
2024-11-12,0.10858031863008989
2024-11-13,0.10540219998801521
2024-11-14,0.10542079813718949
